9.999976135731133420e-01,0.000000000000000000e+00
9.956286074365754413e-01,9.548424968362513587e-02
9.956286074365754413e-01,-9.548424968362513587e-02
9.871074676966935524e-01,0.000000000000000000e+00
9.874820424077055403e-01,9.085693971900833665e-02
9.874820424077055403e-01,-9.085693971900833665e-02
9.803718545197301903e-01,0.000000000000000000e+00
9.826840630180329050e-01,-1.896978940324019758e-01
9.826840630180329050e-01,1.896978940324019758e-01
9.742536339695238023e-01,1.812900482988034356e-01
9.742536339695238023e-01,-1.812900482988034356e-01
9.609322298595512901e-01,-2.821515206847530766e-01
9.609322298595512901e-01,2.821515206847530766e-01
9.539581902461422569e-01,2.724047017788513991e-01
9.539581902461422569e-01,-2.724047017788513991e-01
9.320433281345399390e-01,3.686327780122957143e-01
9.320433281345399390e-01,-3.686327780122957143e-01
8.937871465674013249e-01,-4.543388786411065583e-01
8.937871465674013249e-01,4.543388786411065583e-01
8.724854470047517241e-01,0.000000000000000000e+00
