-2.386429734179194609e-05,0.000000000000000000e+00,4.061932568967790519e-08
1.967442285006200300e-03,9.561107005032000172e-01,4.061932568990291155e-08
1.967442285006200300e-03,-9.561107005032000172e-01,1.189430222905833698e-06
-1.297636229799079000e-01,0.000000000000000000e+00,1.189430222904628794e-06
-8.381982891801866009e-02,9.175037528038034740e-01,1.859531215732199494e-05
-8.381982891801866009e-02,-9.175037528038034740e-01,1.859531215734674185e-05
-1.982333590047658523e-01,0.000000000000000000e+00,6.993100086792424422e-06
8.259467910879012345e-03,-1.906949349196529031e+00,6.993100086780805671e-06
8.259467910879012345e-03,1.906949349196529031e+00,3.726964551730540848e-04
-9.063541196283206314e-02,1.839767490537562278e+00,3.726964551731191911e-04
-9.063541196283206314e-02,-1.839767490537562278e+00,8.927586379246857113e-05
1.497869648195130493e-02,-2.855958448938857863e+00,8.927586379245840674e-05
1.497869648195130493e-02,2.855958448938857863e+00,2.532678610598659599e-08
-7.942475065019272140e-02,2.781496464718201445e+00,7.243280460482195982e-02
-7.942475065019272140e-02,-2.781496464718201445e+00,7.243280460481975325e-02
2.292183130958310236e-02,3.766300027867211409e+00,7.394617242921714892e-03
2.292183130958310236e-02,-3.766300027867211409e+00,7.394617242921495449e-03
2.632696733879257706e-02,-4.702894325741057813e+00,6.503492603766315483e+01
2.632696733879257706e-02,4.702894325741057813e+00,4.380312728606187284e-02
-1.364093046953760879e+00,0.000000000000000000e+00,4.299077936726558406e-03
